Page Name,User Name,Facebook Id,Likes at Posting,Created,Type,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Overperforming Score
משרד החינוך,edu.gov.il,1.12E+14,273562,2020-02-10 19:23:03 EET,Native Video,26,1,12,1,0,0,0,0,0,crosspost,1297,1502,1634,00:01:02,https://www.facebook.com/edu.gov.il/posts/2881330151931755,"📵📵📵אל תפיצו תכנים שתתחרטו עליהם!📵📵📵 השבוע מערכת החינוך מציינת את 'השבוע הלאומי לגלישה בטוחה' בסימן סוף שיתוף במחשבה תחילה. רוצים לדעת עוד? היכנסו >> bit.ly/OnlineProtect:=:https://students.education.gov.il/homepage/protection#?utm_source=Facebook&utm_medium=Banner_Safety&utm_campaign=Online_Protection השירות הפסיכולוגי ייעוצי - שפ""י, משרד החינוך",https://www.facebook.com/edu.gov.il/videos/171168694156843/,,,שבוע הגלישה הבטוחה ברשת - סוף שיתוף במחשבה תחילה,,,,-2.48
משרד החינוך,edu.gov.il,1.12E+14,273562,2020-02-10 21:29:43 EET,Photo,45,0,0,3,1,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/edu.gov.il/posts/2898979203500183,"ברכות לפרופ' ורד נעם זוכת פרס ישראל תש""פ בתחום חקר התלמוד. 💐💐💐💐💐💐💐💐💐💐💐💐💐 בנימוקיה ציינה הוועדה כי: ""פרופ' ורד נעם, כלת פרס ישראל בתחום חקר התלמוד על הישגיה הרבים המדגימים בראש ובראשונה מצוינות מחקרית מרשימה המתבטאת בפרסומים מן השורה הראשונה. ראוי לציון מיוחד, רוחב יריעה אקדמי המכסה תחומים מגוונים מספרות בית שני ועד לספרות התלמוד, דרך מסורות קדומות הנטועות בספרות חז""ל, ועד גרסאות התלמוד המתבטאות בפרשנות הראשונים. פרופ' נעם הינה חוקרת בעלת שם בין לאומי והכרה רבה בחשיבות מחקרה, ובעיקר היא דמות ומופת בתרומתה לקהילה המדעית והציבורית הכללית, בהנגשת הספרות הרבנית והתלמוד לכלל ציבור הלומדים והלומדות בישראל"". קרדיט צילום: פרופ' נעם.",https://www.facebook.com/edu.gov.il/photos/a.404700592928069/2898977796833657/?type=3,,,,,,,-2.76
משרד החינוך,edu.gov.il,1.12E+14,273561,2020-02-11 10:18:24 EET,Photo,24,0,19,2,0,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/edu.gov.il/posts/2895899667141470,"הורים יקרים, משרד החינוך והמטה הלאומי להגנה על ילדים ברשת - 105 מגישים לכם ארבעה טיפים קצרים שיעזרו לכם לעזור לילדיכם להיות משתמשי רשת חכמים: 📱גם ברשת בדומה לעולם הפיזי – חנכו את ילדיכם לכבד את האחר, להיות סובלניים למגוון דעות, להתבטא מתוך רגישות, לשמור על פרטיות ולא לתת יד לאלימות 📱 גלו עניין ומעורבות בפעילות של ילדיכם ברשת – כך תוכלו לשמש כתובת לדיווח ופנייה לעזרה במצבי פגיעה 📱 הציבו גבולות לסוגי השימוש – איזון הוא מילת המפתח! 📱היו דוגמה אישית להתנהלות אחראית, ערכית ורגישה ברשת (אל תכתבו דברים שלא הייתם רוצים שהילדים שלכם יכתבו) למידע נוסף היכנסו >> http://bit.ly/37bqrJJ:=:https://parents.education.gov.il/prhnet/parents/society-family-community/cyber-bullying",https://www.facebook.com/edu.gov.il/photos/a.404700592928069/2889862957745141/?type=3,,,,,,,-3
משרד האוצר,Israeli.Ministry.of.Finance,1.22E+14,46060,2020-02-11 19:02:48 EET,Photo,22,1,4,0,0,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/Israeli.Ministry.of.Finance/posts/3802802433065067,"הטכנולוגיה הישראלית בדרך לאפריקה🇮🇱🇬🇭 צוות משותף של משרד האוצר, בראשות עו""ד טליה דולן-גדיש, מוביל את הדיונים להסכם למניעת כפל מס בין ישראל וגאנה. משלחת מגאנה, בראשות הכלכלנית הראשית במשרד האוצר של גאנה, איבון קואנסה, הגיעה למרתון דיונים בישראל במטרה לחתום על אמנה למניעת כפל מס בין המדינות שתחזק את הקשרים הכלכליים בין המדינות ותתרום לוודאות העסקית עבור חברות ישראליות.",https://www.facebook.com/Israeli.Ministry.of.Finance/photos/a.163541316991215/3802798913065419/?type=3,,,,,,,-2.44
משרד החינוך,edu.gov.il,1.12E+14,273561,2020-02-11 19:37:34 EET,Native Video,60,7,50,3,0,0,0,0,0,crosspost,2994,3732,4484,00:01:12,https://www.facebook.com/edu.gov.il/posts/2885218194876284,קיבלתם סרטון בעל אופי מיני ואתם לא יודעים אם המצולם או המצולמת נתנו הסכמתם לצילום? אל תפיצו! זוהי עבירה על החוק! התקשרו למוקד של המטה הלאומי להגנה על ילדים ברשת - 105 ונעזור לכם להגן על חבריכם לרשת.,https://www.facebook.com/edu.gov.il/videos/730567567470877/,,,שבוע גלישה בטוחה ברשת,,,,1.21
משרד החינוך,edu.gov.il,1.12E+14,273561,2020-02-11 20:52:37 EET,Photo,57,7,3,2,1,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/edu.gov.il/posts/2901120033286100,"בכרות לפרופ' יוסף קלפטר זוכה פרס ישראל תש""ף בתחום חקר הכימיה והפיזיקה. 💐💐💐💐💐💐💐💐💐💐💐💐💐 בנימוקיה ציינה הוועדה כי: ""פרס ישראל בחקר הפיזיקה והכימיה ניתן לפרופ' יוסף קלפטר על תרומותיו פורצות הדרך בדינמיקה של תנועה אנומלית במערכות שונות ומגוונות בתחומי הכימיה, הפיזיקה והביולוגיה. פרופ׳ קלפטר פיתח את התשתית העיונית לתיאור תנועה מואצת או מואטת ביחס לחוק הדיפוזיה של איינשטיין. ברבות השנים מתבררת החשיבות העצומה והאוניברסלית של עבודתו שכן יותר ויותר מערכות ניתנות לתיאור ממצה ע״י השיטות שפיתח"". קרדיט צילום: אוניברסיטת תל-אביב",https://www.facebook.com/edu.gov.il/photos/a.570361026362024/2901119963286107/?type=3,,,,,,,-1.93
משרד הבריאות,Health.gov.il,1.48E+14,290574,2020-02-12 10:55:51 EET,Photo,1621,205,346,28,17,4,4,1,0,,0,0,0,N/A,https://www.facebook.com/Health.gov.il/posts/2579146342197261,"נגיף הקורונה - כל העדכונים וההנחיות החדשות! מוזמנים להצטרף אלינו לשידור חי היום בשעה 19:00, עם ד""ר בועז לב, ראש צוות טיפול במגפות במשרד הבריאות. מחכים לכם 🙂",https://www.facebook.com/Health.gov.il/photos/a.210611465717439/2579144545530774/?type=3,,,,,,,2.55
משרד החינוך,edu.gov.il,1.12E+14,273568,2020-02-12 12:07:00 EET,Native Video,67,0,48,1,1,0,0,0,0,crosspost,2544,2935,3326,00:01:00,https://www.facebook.com/edu.gov.il/posts/2899971700067600,צפו בהנחיות משרד הבריאות כיצד ניתן להימנע מהידבקות בנגיף הקורונה ושתפו,https://www.facebook.com/edu.gov.il/videos/3218184861529128/,,,נגיף הקורונה - הנחיות,,,,1.18
משרד החינוך,edu.gov.il,1.12E+14,273568,2020-02-12 13:27:00 EET,Native Video,20,0,1,0,0,0,0,0,0,original,1270,1272,0,00:02:08,https://www.facebook.com/edu.gov.il/posts/2900010880063682,"אמש התקיים טקס פרס שר החינוך לנוער מתנדב מצטיין על שם אלעד ריבן ז""ל. הפרס הוענק ל- 9 בני נוער, מכל רחבי הארץ וממגוון המגזרים הקיימים בה, שהפגינו מחויבות התנדבותית יוצאת דופן לטובת חבריהם בני הנוער, הקהילה הסובבת אותם והחברה הישראלית בכללותה. 🥇🏆אחד ממקבלי הפרס הוא אופק אמיר – הלומד בכתה י""ב בבית הספר אורט קריית ביאליק 🥇🏆 אופק מקדיש מזמנו למגוון רב של התנדבויות ופרויקטים, הוא פעיל בהדרכה במד""א ובנוע""ל, מסייע לאוכלוסיות נזקקות באמצעות חלוקת מזון ופעיל בתכנית לעידוד שיח רב תרבותי בין בני נוער. אופק משמש ראש צוות בכיתת נחשון, משפיע על חבריו לקחת חלק בהתנדבויות שונות והצליח לגייס את חבריו להשתתפות שנתיים ברציפות בגמר אליפות הסייבר. מינהל חברה ונוער - משרד החינוך",https://www.facebook.com/edu.gov.il/videos/2559564317633158/,,,"פרס מתנדב מצטיין ע""ש אלעד ריבן - אופק אמיר",,,,-4.71
משרד האוצר,Israeli.Ministry.of.Finance,1.22E+14,46074,2020-02-12 15:48:26 EET,Photo,26,0,6,0,0,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/Israeli.Ministry.of.Finance/posts/3805511259460851,מה זה PPP? מה עושה ארגון הסחר העולמי? חושבים שיש לכם #אוצר_מילים? היכנסו ותתחילו לדפדף >>> https://www.facebook.com/pg/Israeli.Ministry.of.Finance/photos/?tab=album&album_id=3798886880123289,https://www.facebook.com/Israeli.Ministry.of.Finance/photos/a.163541316991215/3805506256128018/?type=3,,,,,,,-2.06
משרד הבריאות,Health.gov.il,1.48E+14,290574,2020-02-12 16:59:50 EET,Photo,402,288,148,1,2,8,0,3,0,,0,0,0,N/A,https://www.facebook.com/Health.gov.il/posts/2579546632157232,"המון שמועות מתרוצצות ברשת לגבי הקורונה, עזרו לנו להפיץ מידע מדויק. והיום - כל האמת על חבילות מיובאות 👇🏼",https://www.facebook.com/Health.gov.il/photos/a.210611465717439/2579705072141388/?type=3,,,,,,,-1.02
משרד החינוך,edu.gov.il,1.12E+14,273568,2020-02-12 17:46:51 EET,Native Video,56,14,76,1,0,0,6,0,0,crosspost,1758,2866,3056,00:00:00,https://www.facebook.com/edu.gov.il/posts/2902946283103475,"הילדים ב Tiktok?? שימו ❤ יצאנו בהמלצה לבתי הספר: קיימו עם התלמידים שיחות על הסכנות ש""באתגר הקפיצה"" בטיק טוק. מדובר באתגר מסוכן שעלול להביא לפגיעות ופציעות חמורות ביותר עד לכדי אשפוז! על רקע הפצת סרטוני טיק טוק והאתגר החדש, ""אתגר הקפיצה"" של קפיצה והפלת ילדים, יוצא משרד החינוך בהמלצה לבתי הספר לקיים שיחות הסברה על הסכנות שבאתגר זה. באגרת מיוחדת שהוציא הערב (ד') השירות הפסיכולוגי ייעוצי - שפ""י, משרד החינוך הם מציינים כי מדובר באתגר מסוכן שעלול להביא לפגיעות ופציעות חמורות ביותר עד לכדי אשפוז. לנוכח זאת, חשוב לקיים שיח עם התלמידים בנוגע לאימוץ אתגרים שונים ומצבי סיכון ופגיעה, אליהם הם עלולים להיקלע בעקבותיהם.",https://www.facebook.com/edu.gov.il/videos/190864762158608/,,,"סכנות ""באתגר הקפיצה"" ב Tiktok",,,,1.55
משרד הבריאות,Health.gov.il,1.48E+14,290574,2020-02-12 18:29:19 EET,Photo,100,22,24,3,1,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/Health.gov.il/posts/2579858305459398,מתחילים בעוד חצי שעה⏰ שתפו והצטרפו אלינו!,https://www.facebook.com/Health.gov.il/photos/a.543605322418050/2579853328793229/?type=3,,,,,,,-5.82
משרד הבריאות,Health.gov.il,1.48E+14,290574,2020-02-12 19:21:46 EET,Live Video Complete,227,599,59,25,2,2,4,3,0,original,14949,21263,0,00:41:53,https://www.facebook.com/Health.gov.il/posts/2621927728051496,,https://www.facebook.com/Health.gov.il/videos/2621927728051496/,,,,,,,-1.69
משרד החינוך,edu.gov.il,1.12E+14,273568,2020-02-12 19:22:00 EET,Native Video,36,5,5,3,0,0,0,0,0,original,2429,2522,0,00:03:16,https://www.facebook.com/edu.gov.il/posts/2900059080058862,"מצטייני פרס שר החינוך לנוער מתנדב על שם אלעד ריבן ז""ל. הכירו את האזר אל סאחלי תלמידת כיתה י""ב בבית הספר עתיד, דליית אל כרמל. האזר מתנדבת באות הנוער המקומית, במש""צים, בתחום יזמות חברתית ולמען קשישים ונכים. האזר מתנדבת בתחומים רבים בבית הספר ובסיוע לקהילה. גאים בך האזר! מינהל חברה ונוער - משרד החינוך",https://www.facebook.com/edu.gov.il/videos/607851289780052/,,,פרס מתנדב מצטיין על שם אלעד ריבן - האזר אל סאחלי,,,,-2.02
משרד הבריאות,Health.gov.il,1.48E+14,290574,2020-02-12 20:13:30 EET,Native Video,25,18,8,0,0,0,0,0,0,share,4438,21263,0,00:41:53,https://www.facebook.com/Health.gov.il/posts/2580028252109070,"תודה שהצטרפתם אלינו לשידור החי ותודה לד״ר בועז לב על התשובות! אנו מתנצלים על התקלה הטכנית בתחילת השידור, מקווים שקיבלתם מענה לכל השאלות. במידה ויש לכם שאלות נוספות, כתבו לנו בפרטי ונשמח לענות :)",https://www.facebook.com/Health.gov.il/videos/2621927728051496/,,,משרד הבריאות,,,,-12.86
משרד החינוך,edu.gov.il,1.12E+14,273585,2020-02-13 10:13:00 EET,Native Video,72,19,16,10,2,0,0,0,0,original,2820,3540,0,00:01:50,https://www.facebook.com/edu.gov.il/posts/2900122850052485,"מצטייני פרס שר החינוך לנוער מתנדב על שם אלעד ריבן ז""ל. הכירו את חזי בויאנובר תלמיד כיתה י""ב בבית הספר אורט כרמים, כרמיאל. חזי מקדיש את זמנו לפעילות במסגרות שונות בעיר: משמש רכז נוער בתנועת הצופים, פעיל ומדריך בתנועת שאקל, מדריך במועדון רבין ופעיל בפרויקט צהלה בבית הספר. פעילותו מתמקדת בהעצמת ילדים ובני נוער ובהקניית ערכים. חזי פועל להנחלת ערכי ההתנדבות והנתינה, ולטיפוח סובלנות ומעורבות חברתית. מינהל חברה ונוער - משרד החינוך",https://www.facebook.com/edu.gov.il/videos/217301756103951/,,,"פרס מתנדב מצטיין ע""ש אלעד ריבן - חזי בויאנובר",,,,1.2
משרד החינוך,edu.gov.il,1.12E+14,273585,2020-02-13 11:54:57 EET,Photo,20,3,10,0,0,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/edu.gov.il/posts/2900482946683142,שירות לאומי במשרד החינוך - שירות עם משמעות!! משרד החינוך פותח את שעריו ומזמין אתכן ואתכם להצטרף אלינו ולהשתלב בעשייה משמעותית במטה המשרד ובמחוזותיו. למה כדאי?? ✅ מגוון תפקידים משרדיים בפריסה ארצית ✅ צבירת ניסיון בעולם התעסוקה ובשירות הציבורי ✅ מימוש עצמי ותחושת ערך ורלוונטיות ✅ תפקיד מרכזי ומאתגר ✅ סביבת עבודה משרדית ומתקדמת מחכים לשמוע מכן ומכם! לפרטים נוספים 0733931102,https://www.facebook.com/edu.gov.il/photos/a.404700592928069/2900480736683363/?type=3,,,,,,,-4.09
